,manufacturer_name,model_name,transmission,color,odometer_value,year_produced,engine_has_gas,engine_type,engine_capacity,body_type,has_warranty,state,drivetrain,price_usd,is_exchangeable,location_region,number_of_photos,up_counter,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,duration_listed
67,Opel,Astra,mechanical,white,300000,1994,False,gasoline,2.0,universal,False,owned,front,920.0,True,North East,4,41,True,False,False,False,False,False,False,False,False,False,102
68,Opel,Astra,mechanical,blue,294025,1998,False,gasoline,1.8,universal,False,owned,front,3250.0,True,South West,16,4,False,True,False,False,False,False,False,False,True,False,7
69,Opel,Astra,mechanical,blue,230000,2001,False,gasoline,1.6,hatchback,False,owned,front,2650.0,True,South West,7,26,False,True,False,False,False,False,False,False,False,True,66
70,Opel,Astra,mechanical,red,174000,2010,False,gasoline,1.4,hatchback,False,owned,front,7700.0,False,North East,7,7,False,True,False,True,False,False,True,True,True,True,8
71,Opel,Astra,mechanical,white,1000000,2003,False,diesel,2.0,hatchback,False,owned,front,2800.0,False,North East,8,14,True,False,False,False,False,False,False,False,False,False,27
72,Opel,Astra,automatic,black,206000,2010,False,gasoline,1.6,sedan,False,owned,front,6200.0,True,North East,9,9,False,True,False,False,False,True,False,False,False,True,29
73,Opel,Astra,mechanical,blue,232000,2008,False,diesel,1.3,universal,False,owned,front,5600.0,True,North West,5,99,False,True,True,False,False,False,False,True,True,False,280
74,Opel,Astra,automatic,black,138000,2008,False,gasoline,1.8,sedan,False,owned,front,6500.0,False,North East,6,1,False,True,True,True,False,True,False,False,True,True,1
75,Opel,Astra,mechanical,blue,270000,2010,False,diesel,1.3,universal,False,owned,front,5800.0,False,North West,8,16,False,True,False,False,False,False,False,True,False,False,97
76,Opel,Astra,mechanical,red,111111,2010,False,gasoline,1.4,hatchback,False,owned,front,8200.0,False,North East,19,8,False,True,True,True,False,True,True,True,True,True,62
77,Opel,Astra,mechanical,green,185000,1998,False,gasoline,1.6,hatchback,False,owned,front,810.0,False,North East,13,25,True,False,False,False,False,False,False,False,False,False,60
78,Opel,Astra,automatic,silver,288000,1998,False,gasoline,1.6,hatchback,False,owned,front,2600.0,True,West Midlands,5,8,False,False,False,False,False,False,False,False,True,False,15
79,Opel,Astra,mechanical,grey,215000,2007,False,gasoline,1.8,hatchback,False,owned,front,5150.0,False,North East,8,17,False,True,False,False,False,True,False,True,False,False,27
80,Opel,Astra,mechanical,blue,257000,1996,False,gasoline,1.6,universal,False,owned,front,1200.0,False,North East,19,3,True,False,False,False,False,False,False,False,False,False,4
81,Opel,Astra,mechanical,black,300000,1992,False,gasoline,1.6,universal,False,owned,front,900.0,True,East Midlands,6,10,True,False,False,False,False,False,False,False,False,False,15
82,Opel,Astra,mechanical,blue,380,1999,False,diesel,2.0,universal,False,owned,front,2650.0,True,West Midlands,11,7,True,False,False,False,False,False,False,False,False,False,8
83,Opel,Astra,mechanical,black,400000,1997,False,gasoline,1.4,universal,False,owned,front,500.0,True,North East,3,161,False,True,False,False,False,False,False,False,False,False,210
84,Opel,Astra,mechanical,white,345678,1999,False,diesel,1.7,universal,False,owned,front,1999.0,True,North East,5,110,True,False,False,False,False,False,False,False,False,False,130
85,Opel,Astra,mechanical,red,350000,1999,False,diesel,1.7,universal,False,owned,front,2000.0,False,East Midlands,3,8,True,False,False,False,False,False,False,False,False,False,23
86,Opel,Astra,automatic,black,190000,2008,False,gasoline,1.6,hatchback,False,owned,front,5490.0,True,North East,18,126,False,True,False,False,True,True,False,False,False,False,160
87,Opel,Astra,mechanical,other,340000,1998,False,gasoline,2.0,hatchback,False,owned,front,2000.0,False,North East,8,12,False,False,False,False,False,False,False,False,False,True,56
88,Opel,Astra,mechanical,black,282331,2006,False,gasoline,1.6,hatchback,False,owned,front,5100.0,True,South West,17,20,False,True,False,False,True,True,False,False,True,True,25
89,Opel,Astra,mechanical,silver,278000,1999,False,gasoline,1.6,universal,False,owned,front,3500.0,False,North West,13,2,True,False,False,False,False,False,False,False,False,False,2
90,Opel,Astra,mechanical,silver,189000,2001,False,gasoline,1.8,hatchback,False,owned,front,3800.0,False,North East,11,1,False,True,False,True,False,False,False,False,False,False,1
91,Opel,Astra,mechanical,silver,278000,2008,False,diesel,1.7,universal,False,owned,front,5800.0,True,West Midlands,3,34,False,True,False,False,False,False,False,False,False,False,68
92,Opel,Astra,mechanical,white,290000,1999,False,gasoline,1.8,universal,False,owned,front,2750.0,True,South East,1,2,False,True,False,False,False,False,False,False,True,True,2
93,Opel,Astra,mechanical,white,205000,1999,False,gasoline,1.6,universal,False,owned,front,2850.0,False,North East,16,24,True,False,False,False,False,False,False,False,False,False,62
94,Opel,Astra,mechanical,blue,295000,2002,False,gasoline,1.4,universal,False,owned,front,3500.0,False,North East,6,1,True,False,False,False,False,False,False,False,False,False,1
95,Opel,Astra,mechanical,red,343000,1993,False,gasoline,1.6,sedan,False,owned,front,800.0,False,North East,10,5,True,False,False,False,False,False,False,False,False,False,8
96,Opel,Astra,mechanical,blue,280000,2007,False,diesel,1.9,universal,False,owned,front,6000.0,False,South West,12,11,False,True,False,False,False,False,False,False,True,False,25
97,Opel,Astra,mechanical,red,423850,1994,False,diesel,1.7,universal,False,owned,front,500.0,True,East Midlands,5,14,True,False,False,False,False,False,False,False,False,False,21
98,Opel,Astra,mechanical,blue,420000,1997,False,diesel,1.7,hatchback,False,owned,front,1000.0,True,North East,4,3,False,False,False,False,False,False,False,False,False,True,3
99,Opel,Astra,mechanical,red,500000,1993,False,gasoline,1.6,universal,False,owned,front,600.0,True,North East,3,5,True,False,False,False,False,False,False,False,False,False,6
100,Opel,Astra,automatic,red,168000,2006,False,gasoline,1.4,hatchback,False,owned,front,4100.0,True,West Midlands,11,29,False,True,False,False,False,True,False,False,True,False,66
101,Opel,Astra,mechanical,grey,340000,2008,False,diesel,1.3,coupe,False,owned,front,6000.0,True,East Midlands,5,1,False,True,False,True,False,False,True,False,False,True,1
102,Opel,Astra,mechanical,white,250000,1998,False,gasoline,1.4,universal,False,owned,front,1700.0,True,South East,30,10,False,False,False,False,False,False,False,False,True,False,57
103,Opel,Astra,mechanical,silver,410000,2000,False,gasoline,2.0,hatchback,False,owned,front,2690.0,True,East Midlands,8,24,False,True,True,False,False,False,False,False,True,True,48
104,Opel,Astra,mechanical,black,189000,1996,False,gasoline,1.6,universal,False,owned,front,800.0,False,North East,9,2,False,False,False,False,False,False,False,False,True,False,36
105,Opel,Astra,mechanical,silver,252000,2000,False,gasoline,1.6,universal,False,owned,front,3200.0,True,North East,6,32,False,True,False,False,False,False,False,True,True,False,71
106,Opel,Astra,mechanical,blue,280000,1999,False,gasoline,1.6,coupe,False,owned,front,2750.0,False,North East,19,1,False,True,False,False,False,True,False,False,False,True,1
107,Opel,Astra,automatic,grey,195000,2006,False,gasoline,1.6,coupe,False,owned,front,6200.0,True,North West,9,8,False,True,False,True,False,True,False,False,False,True,13
108,Opel,Astra,automatic,silver,247000,2000,False,gasoline,1.8,hatchback,False,owned,front,2999.0,True,West Midlands,11,19,False,True,False,True,False,False,False,False,True,True,58
109,Opel,Astra,mechanical,green,388000,1999,False,diesel,1.7,universal,False,owned,front,3200.0,False,North West,19,10,False,False,False,False,False,False,False,False,False,True,18
110,Opel,Astra,mechanical,other,453000,1997,False,gasoline,1.6,universal,False,owned,front,500.0,False,North East,4,62,True,False,False,False,False,False,False,False,False,False,121
111,Opel,Astra,mechanical,red,284395,1998,False,gasoline,1.6,universal,False,owned,front,2500.0,True,North East,15,60,False,True,False,False,False,False,False,False,False,False,67
112,Opel,Astra,mechanical,grey,161000,2016,False,diesel,1.6,universal,False,owned,front,13300.0,True,North East,22,17,False,True,False,True,False,True,True,True,True,True,22
113,Opel,Astra,mechanical,blue,340000,2001,False,diesel,1.7,universal,False,owned,front,2649.0,True,North West,9,1,False,False,False,False,False,False,False,False,False,True,1
114,Opel,Astra,mechanical,black,200000,2011,False,diesel,1.3,hatchback,False,owned,front,7800.0,False,North East,20,34,False,True,False,True,False,True,True,True,True,False,71
115,Opel,Astra,mechanical,blue,160000,2010,False,gasoline,1.4,hatchback,False,owned,front,7600.0,False,North East,9,11,False,True,False,False,False,False,False,False,False,False,36
116,Opel,Astra,mechanical,silver,181482,2008,False,gasoline,1.6,hatchback,False,owned,front,6200.0,False,North East,6,21,False,True,True,False,False,True,False,True,True,True,33
117,Opel,Astra,mechanical,grey,500000,2006,False,diesel,1.3,universal,False,owned,front,4600.0,False,North West,33,1,False,True,False,False,False,False,False,False,True,False,1
118,Opel,Astra,mechanical,grey,312000,2004,False,diesel,1.7,hatchback,False,owned,front,4250.0,False,North East,16,5,False,True,False,True,False,False,False,False,False,True,7
119,Opel,Astra,mechanical,silver,188000,2008,False,gasoline,1.6,sedan,False,owned,front,5799.0,False,North West,6,1,True,False,False,False,False,False,False,False,False,False,1
120,Opel,Astra,mechanical,blue,350000,1998,False,gasoline,1.6,universal,False,owned,front,1040.0,False,North East,4,2,True,False,False,False,False,False,False,False,False,False,2
121,Opel,Astra,mechanical,blue,330000,1992,False,gasoline,1.6,hatchback,False,owned,front,400.0,True,West Midlands,6,5,True,False,False,False,False,False,False,False,False,False,5
122,Opel,Astra,automatic,blue,165000,2011,False,gasoline,1.6,hatchback,False,owned,front,7533.0,False,North East,21,7,True,False,False,False,False,False,False,False,False,False,11
123,Opel,Astra,mechanical,green,177865,2000,False,diesel,1.7,hatchback,False,owned,front,2650.0,True,North West,9,30,False,False,False,False,False,False,False,False,False,True,62
124,Opel,Astra,mechanical,red,154000,2007,False,gasoline,1.8,hatchback,False,owned,front,5200.0,False,North East,13,10,False,True,False,False,True,True,False,False,False,True,18
125,Opel,Astra,mechanical,silver,145000,2008,False,gasoline,1.6,hatchback,False,owned,front,5550.0,False,North East,15,15,False,False,False,False,False,False,False,False,False,True,59
126,Opel,Astra,mechanical,white,256000,1994,False,gasoline,1.8,universal,False,owned,front,569.1,True,East Midlands,9,10,False,True,False,False,False,False,False,False,False,False,22
127,Opel,Astra,mechanical,green,500000,1995,False,diesel,1.7,hatchback,False,owned,front,500.0,True,East Midlands,7,8,True,False,False,False,False,False,False,False,False,False,12
128,Opel,Astra,mechanical,blue,340000,1993,False,gasoline,1.6,hatchback,False,owned,front,400.0,False,South West,10,4,True,False,False,False,False,False,False,False,False,False,6
129,Opel,Astra,mechanical,blue,275000,2000,False,diesel,2.0,universal,False,owned,front,1995.0,False,North East,6,23,True,False,False,False,False,False,False,False,False,False,33
130,Opel,Astra,mechanical,silver,229000,2005,False,gasoline,1.8,hatchback,False,owned,front,4400.0,False,North East,12,70,False,True,False,False,False,False,False,False,False,False,151
131,Opel,Astra,mechanical,green,381000,2000,True,gasoline,1.6,universal,False,owned,front,3100.0,False,North East,13,13,True,False,False,False,False,False,False,False,False,False,21
132,Opel,Astra,mechanical,grey,250000,2004,False,gasoline,1.4,hatchback,False,owned,front,1800.0,True,East Midlands,8,17,False,False,False,False,False,False,False,False,False,True,137
133,Opel,Astra,automatic,black,119000,2013,False,gasoline,1.4,hatchback,False,owned,front,10350.0,False,East Midlands,11,27,False,False,True,True,False,True,True,True,True,True,60
134,Opel,Astra,mechanical,blue,325000,2001,False,diesel,1.7,hatchback,False,owned,front,2850.0,True,North East,9,34,False,False,False,False,False,False,False,False,False,True,80
135,Opel,Astra,mechanical,blue,260000,1993,False,gasoline,1.4,universal,False,owned,front,600.0,True,North East,3,24,True,False,False,False,False,False,False,False,False,False,57
136,Opel,Astra,mechanical,black,215323,2007,False,gasoline,1.6,hatchback,False,owned,front,5100.0,False,North East,8,11,False,True,False,False,False,False,False,False,True,False,15
137,Opel,Astra,mechanical,silver,323000,2007,False,diesel,1.9,universal,False,owned,front,5299.0,False,North East,6,2,False,True,False,True,False,False,False,True,True,False,2
138,Opel,Astra,mechanical,silver,200000,2011,False,diesel,1.3,universal,False,owned,front,7900.0,False,North East,17,2,True,False,False,False,False,False,False,False,False,False,4
139,Opel,Astra,mechanical,silver,297000,2005,False,diesel,1.7,universal,False,owned,front,6000.0,True,South West,16,1,False,False,False,False,False,False,False,False,True,True,1
140,Opel,Astra,automatic,grey,143000,2012,False,gasoline,1.4,hatchback,False,owned,front,8500.0,False,North East,5,1,False,True,False,False,False,True,False,True,True,True,1
141,Opel,Astra,automatic,violet,253000,1995,False,gasoline,1.6,universal,False,owned,front,1000.0,False,North East,18,1,False,False,False,False,False,False,False,False,False,True,1
142,Opel,Astra,mechanical,black,280000,2007,False,gasoline,1.6,universal,False,owned,front,6100.0,False,North East,9,5,False,False,False,True,False,False,False,False,False,True,10
143,Opel,Astra,mechanical,blue,270000,2001,False,gasoline,1.8,universal,False,owned,front,4150.0,False,North East,13,53,False,True,False,False,False,True,False,False,True,False,75
144,Opel,Astra,mechanical,green,350000,1993,False,gasoline,1.4,universal,False,emergency,front,200.0,False,North East,12,12,True,False,False,False,False,False,False,False,False,False,27
145,Opel,Astra,mechanical,white,340000,1999,False,diesel,1.7,universal,False,owned,front,2300.0,False,South East,4,7,False,False,False,False,False,False,False,False,True,False,21
146,Opel,Astra,mechanical,green,80,1995,False,diesel,1.7,universal,False,owned,front,550.0,True,South East,3,2,True,False,False,False,False,False,False,False,False,False,3
147,Opel,Astra,mechanical,white,215000,2012,False,diesel,1.3,universal,False,owned,front,8500.0,False,West Midlands,10,5,False,True,False,True,False,True,False,True,True,False,21
148,Opel,Astra,mechanical,silver,160000,2007,False,diesel,1.3,universal,False,owned,front,4950.0,False,North East,5,30,False,False,False,False,False,False,True,False,True,False,89
149,Opel,Astra,mechanical,silver,302000,2002,False,diesel,2.0,universal,False,owned,front,3250.0,True,West Midlands,8,1,False,True,False,False,False,False,False,False,False,True,2
150,Opel,Astra,mechanical,blue,300000,1998,False,gasoline,1.6,universal,False,emergency,front,700.0,False,West Midlands,12,2,True,False,False,False,False,False,False,False,False,False,15
151,Opel,Astra,mechanical,black,400000,2001,False,diesel,2.0,hatchback,False,owned,front,2900.0,True,North East,14,18,False,True,False,False,False,False,False,False,False,False,72
152,Opel,Astra,mechanical,red,3151,2000,False,gasoline,1.8,universal,False,owned,front,3000.0,True,North West,13,16,False,True,False,False,False,False,False,True,True,False,174
153,Opel,Astra,mechanical,green,284543,1997,True,gasoline,1.6,universal,False,owned,front,1350.0,False,South East,4,9,True,False,False,False,False,False,False,False,False,False,25
154,Opel,Astra,mechanical,blue,190600,2008,False,gasoline,1.8,sedan,False,owned,front,5500.0,False,North East,7,15,False,True,False,False,True,True,False,False,True,True,40
155,Opel,Astra,mechanical,black,448000,2000,False,diesel,2.0,universal,False,owned,front,2500.0,False,North East,7,1,False,True,False,False,False,False,False,False,False,True,2
156,Opel,Astra,mechanical,silver,193750,2007,False,gasoline,1.8,hatchback,False,owned,front,5490.0,True,North East,8,2,False,True,False,False,False,True,False,False,True,False,57
157,Opel,Astra,mechanical,black,220000,2010,False,gasoline,1.4,hatchback,False,owned,front,6600.0,False,West Midlands,7,44,False,True,False,False,False,False,False,True,True,True,85
158,Opel,Astra,mechanical,red,183666,2010,False,gasoline,1.6,hatchback,False,owned,front,5890.0,False,South East,18,63,False,True,False,False,False,True,False,False,True,True,120
159,Opel,Astra,mechanical,grey,301000,2003,False,diesel,1.7,sedan,False,owned,front,2700.0,True,West Midlands,9,11,False,True,False,False,False,False,False,False,False,False,18
160,Opel,Astra,mechanical,silver,214000,2010,False,diesel,1.3,universal,False,owned,front,6300.0,False,North West,8,41,False,True,False,False,False,False,False,True,True,True,91
161,Opel,Astra,automatic,grey,133000,2012,False,gasoline,1.6,sedan,False,owned,front,7999.0,True,North East,10,80,False,True,False,False,False,True,False,False,True,True,172
162,Opel,Astra,mechanical,red,200000,1999,False,diesel,1.7,universal,False,owned,front,2650.0,False,South West,12,1,False,False,False,False,False,False,False,False,False,True,2
163,Opel,Astra,mechanical,blue,270000,2010,False,diesel,1.7,universal,False,owned,front,7250.0,True,North East,13,2,False,True,False,True,False,False,False,True,True,False,6
164,Opel,Astra,mechanical,blue,320000,2002,False,diesel,1.7,universal,False,owned,front,2800.0,False,North East,11,5,True,False,False,False,False,False,False,False,False,False,21
165,Opel,Astra,mechanical,red,250000,2005,False,diesel,1.7,universal,False,owned,front,4700.0,False,East Midlands,5,3,False,True,False,False,False,False,False,False,True,True,9
166,Opel,Astra,mechanical,silver,345000,2001,False,diesel,2.0,hatchback,False,owned,front,3000.0,False,North East,11,7,False,True,False,False,False,False,False,False,False,True,29
167,Opel,Astra,mechanical,black,378000,1997,False,gasoline,1.6,universal,False,owned,front,1600.0,False,North East,12,5,False,True,False,False,False,False,False,False,False,True,17
